artifact_id,title,workstream,service_code,artifact_type,scope,status,owner_role,decision_role,required_reviewer_role,legal_review_required,typst_issue_required,typst_template,confidentiality,depends_on,batch,file_path,notes
PRO-007,Contractor qualification checklist,procurement,EST,checklist,parcel_specific,planned,contractor_program_manager,company_decision_authority,company_decision_authority,false,true,form-checklist,internal,DSN-012,3,templates/procurement/contractor-qualification-checklist.md,
PRO-008,Contract commercial-terms checklist,procurement,EST,checklist,parcel_specific,planned,contractor_program_manager,company_decision_authority,michigan_licensed_attorney,true,true,form-checklist,internal,DSN-012,3,templates/procurement/contract-commercial-terms-checklist.md,
PRO-009,Professional agreement review handoff,procurement,ADM,handoff,parcel_specific,planned,contractor_program_manager,company_decision_authority,michigan_licensed_attorney,true,true,professional-handoff,internal,DSN-012,3,templates/procurement/professional-agreement-review-handoff.md,
PRO-010,Bid comparison record,procurement,EST,record,parcel_specific,planned,contractor_program_manager,company_decision_authority,company_decision_authority,false,false,,internal,DSN-012,3,templates/procurement/bid-comparison-record.md,
CON-001,Preconstruction checklist,construction,EST,checklist,parcel_specific,planned,contractor_program_manager,company_decision_authority,company_decision_authority,false,true,form-checklist,internal,PRO-002,4,templates/construction/preconstruction-checklist.md,
CON-002,Baseline budget,construction,EST,budget,parcel_specific,planned,contractor_program_manager,company_decision_authority,company_decision_authority,false,true,report,internal,PRO-002,4,templates/construction/baseline-budget.md,
CON-003,Baseline schedule,construction,EST,schedule,parcel_specific,planned,contractor_program_manager,company_decision_authority,company_decision_authority,false,true,report,internal,PRO-002,4,templates/construction/baseline-schedule.md,
CON-004,Long-lead register,construction,EST,register,parcel_specific,planned,contractor_program_manager,company_decision_authority,company_decision_authority,false,false,,internal,CON-003,4,templates/construction/long-lead-register.md,
CON-005,Change-event and change-order log,construction,EST,log,parcel_specific,planned,contractor_program_manager,company_decision_authority,company_decision_authority,false,true,report,internal,CON-003,4,templates/construction/change-event-and-change-order-log.md,Cost and schedule impact tracking only
CON-006,Allowance and contingency log,construction,EST,log,parcel_specific,planned,contractor_program_manager,company_decision_authority,company_decision_authority,false,false,,internal,CON-003,4,templates/construction/allowance-and-contingency-log.md,
CON-007,"Committed cost, actuals and cost-to-complete tracker",construction,EST,tracker,parcel_specific,planned,contractor_program_manager,company_decision_authority,company_decision_authority,false,true,report,internal,CON-003,4,templates/construction/committed-cost-actuals-and-cost-to-complete-tracker.md,Exhibit A
CON-008,Schedule update and variance report,construction,EST,report,parcel_specific,planned,contractor_program_manager,company_decision_authority,company_decision_authority,false,true,report,internal,CON-003,4,templates/construction/schedule-update-and-variance-report.md,Exhibit A
CON-009,Weekly progress report,construction,ADM,report,parcel_specific,planned,contractor_program_manager,company_decision_authority,company_decision_authority,false,true,report,internal,CON-003,4,templates/construction/weekly-progress-report.md,Contract Sec 1.2 deliverable
CON-010,Constructability and value-engineering review,construction,EST,review,parcel_specific,planned,contractor_program_manager,company_decision_authority,company_decision_authority,false,true,report,internal,CON-003,4,templates/construction/constructability-and-value-engineering-review.md,Exhibit A; before permit submission
CON-011,Value-engineering options register,construction,EST,register,parcel_specific,planned,contractor_program_manager,company_decision_authority,company_decision_authority,false,false,,internal,CON-003,4,templates/construction/value-engineering-options-register.md,
CON-012,Submittal log (Company-owned),construction,INS,received_record,parcel_specific,planned,contractor_program_manager,company_decision_authority,company_decision_authority,false,false,,internal,CON-003,4,templates/construction/submittal-log-company-owned.md,"Company-owned record. Contract Sec 7.3: Contractor does not supervise, observe, or inspect construction. Registered so it can be RECEIVED and filed, not authored."
CON-013,RFI log (Company-owned),construction,INS,received_record,parcel_specific,planned,contractor_program_manager,company_decision_authority,company_decision_authority,false,false,,internal,CON-003,4,templates/construction/rfi-log-company-owned.md,"Company-owned record. Contract Sec 7.3: Contractor does not supervise, observe, or inspect construction. Registered so it can be RECEIVED and filed, not authored."
CON-014,Pay-application and lien-waiver records (Company-owned),construction,INS,received_record,parcel_specific,planned,contractor_program_manager,company_decision_authority,michigan_licensed_attorney,true,false,,internal,CON-003,4,templates/construction/pay-application-and-lien-waiver-records-company-owned.md,"Company-owned record. Contract Sec 7.3: Contractor does not supervise, observe, or inspect construction. Registered so it can be RECEIVED and filed, not authored."
CON-015,Safety and incident records (Company-owned),construction,INS,received_record,parcel_specific,planned,contractor_program_manager,company_decision_authority,company_decision_authority,false,false,,internal,CON-003,4,templates/construction/safety-and-incident-records-company-owned.md,"Company-owned record. Contract Sec 7.3: Contractor does not supervise, observe, or inspect construction. Registered so it can be RECEIVED and filed, not authored."
CON-016,Nonconforming-work log (Company-owned),construction,INS,received_record,parcel_specific,planned,contractor_program_manager,company_decision_authority,company_decision_authority,false,false,,internal,CON-003,4,templates/construction/nonconforming-work-log-company-owned.md,"Company-owned record. Contract Sec 7.3: Contractor does not supervise, observe, or inspect construction. Registered so it can be RECEIVED and filed, not authored."
CON-017,Punch-list tracker (Company-owned),construction,INS,received_record,parcel_specific,planned,contractor_program_manager,company_decision_authority,company_decision_authority,false,false,,internal,CON-003,4,templates/construction/punch-list-tracker-company-owned.md,"Company-owned record. Contract Sec 7.3: Contractor does not supervise, observe, or inspect construction. Registered so it can be RECEIVED and filed, not authored."
CON-018,Substantial-completion coordination checklist,construction,INS,checklist,parcel_specific,planned,contractor_program_manager,company_decision_authority,company_decision_authority,false,true,form-checklist,internal,CON-003,4,templates/construction/substantial-completion-coordination-checklist.md,Permit and CO scope only
CON-019,Final-completion coordination checklist,construction,INS,checklist,parcel_specific,planned,contractor_program_manager,company_decision_authority,company_decision_authority,false,true,form-checklist,internal,CON-003,4,templates/construction/final-completion-coordination-checklist.md,Permit and CO scope only
CON-020,"Warranty, manual and closeout register",construction,INS,register,parcel_specific,planned,contractor_program_manager,company_decision_authority,company_decision_authority,false,false,,internal,CON-003,4,templates/construction/warranty-manual-and-closeout-register.md,
CLO-001,Pre-closing authorization memo,closing-compliance,LND,memo,parcel_specific,planned,contractor_program_manager,company_decision_authority,michigan_licensed_attorney,true,true,memo,internal,ACQ-023,4,templates/closing-compliance/pre-closing-authorization-memo.md,
CLO-002,Funds-to-close checklist,closing-compliance,LND,checklist,parcel_specific,planned,contractor_program_manager,company_decision_authority,michigan_licensed_attorney,true,true,form-checklist,internal,ACQ-023,4,templates/closing-compliance/funds-to-close-checklist.md,
CLO-003,Closing-statement checklist,closing-compliance,LND,checklist,parcel_specific,planned,contractor_program_manager,company_decision_authority,cpa_or_tax_advisor,true,true,form-checklist,internal,ACQ-023,4,templates/closing-compliance/closing-statement-checklist.md,
CLO-004,Deed-recording tracker,closing-compliance,LND,tracker,parcel_specific,planned,contractor_program_manager,company_decision_authority,michigan_licensed_attorney,true,false,,internal,ACQ-023,4,templates/closing-compliance/deed-recording-tracker.md,
CLO-005,Title-policy and final-document tracker,closing-compliance,LND,tracker,parcel_specific,planned,contractor_program_manager,company_decision_authority,michigan_licensed_attorney,true,false,,internal,ACQ-023,4,templates/closing-compliance/title-policy-and-final-document-tracker.md,
CLO-006,Closing binder,closing-compliance,LND,binder,parcel_specific,planned,contractor_program_manager,company_decision_authority,michigan_licensed_attorney,true,true,binder,internal,ACQ-023,4,templates/closing-compliance/closing-binder.md,
CLO-007,Tax and assessment calendar,closing-compliance,ADM,calendar,parcel_specific,planned,contractor_program_manager,company_decision_authority,cpa_or_tax_advisor,false,false,,internal,ACQ-023,4,templates/closing-compliance/tax-and-assessment-calendar.md,
CLO-008,Insurance binder checklist,closing-compliance,ADM,checklist,parcel_specific,planned,contractor_program_manager,company_decision_authority,licensed_insurance_agent,false,true,form-checklist,internal,ACQ-023,4,templates/closing-compliance/insurance-binder-checklist.md,
CLO-009,Permit closeout and occupancy checklist,closing-compliance,INS,checklist,parcel_specific,planned,contractor_program_manager,company_decision_authority,company_decision_authority,false,true,form-checklist,internal,CON-019,4,templates/closing-compliance/permit-closeout-and-occupancy-checklist.md,
CLO-010,Utility transfer checklist,closing-compliance,INS,checklist,parcel_specific,planned,contractor_program_manager,company_decision_authority,internal_peer,false,true,form-checklist,internal,CON-019,4,templates/closing-compliance/utility-transfer-checklist.md,
CLO-011,Seller and agency obligation matrix,closing-compliance,LND,matrix,parcel_specific,planned,contractor_program_manager,company_decision_authority,michigan_licensed_attorney,true,false,,internal,CON-019,4,templates/closing-compliance/seller-and-agency-obligation-matrix.md,
CLO-012,Compliance evidence index,closing-compliance,ADM,index,parcel_specific,planned,contractor_program_manager,company_decision_authority,michigan_licensed_attorney,true,true,binder,internal,CON-019,4,templates/closing-compliance/compliance-evidence-index.md,
CLO-013,Milestone calendar,closing-compliance,ADM,calendar,parcel_specific,planned,contractor_program_manager,company_decision_authority,company_decision_authority,false,false,,internal,CON-019,4,templates/closing-compliance/milestone-calendar.md,
CLO-014,Inspection and photo evidence log,closing-compliance,INS,log,parcel_specific,planned,contractor_program_manager,company_decision_authority,internal_peer,false,false,,internal,CON-019,4,templates/closing-compliance/inspection-and-photo-evidence-log.md,
CLO-015,Extension and waiver request,closing-compliance,LND,request,parcel_specific,planned,contractor_program_manager,company_decision_authority,michigan_licensed_attorney,true,true,letter,internal,CON-019,4,templates/closing-compliance/extension-and-waiver-request.md,
CLO-016,Restriction and reverter calendar,closing-compliance,LND,calendar,parcel_specific,planned,contractor_program_manager,company_decision_authority,michigan_licensed_attorney,true,false,,internal,CON-019,4,templates/closing-compliance/restriction-and-reverter-calendar.md,
CLO-017,Warranty and maintenance handoff,closing-compliance,INS,handoff,parcel_specific,planned,contractor_program_manager,company_decision_authority,company_decision_authority,false,true,report,internal,CON-019,4,templates/closing-compliance/warranty-and-maintenance-handoff.md,
CLO-018,Final archive index,closing-compliance,ADM,index,parcel_specific,planned,contractor_program_manager,company_decision_authority,company_decision_authority,false,false,,internal,CON-019,4,templates/closing-compliance/final-archive-index.md,
CLO-019,Lessons-learned memo,closing-compliance,ADM,memo,parcel_specific,planned,contractor_program_manager,company_decision_authority,company_decision_authority,false,true,memo,internal,CON-019,4,templates/closing-compliance/lessons-learned-memo.md,
CLO-020,Certificate of occupancy closeout package,closing-compliance,INS,package,parcel_specific,planned,contractor_program_manager,company_decision_authority,company_decision_authority,false,true,binder,internal,CON-019,4,templates/closing-compliance/certificate-of-occupancy-closeout-package.md,
